"ensembl_gene_id" "size"
"72" "ENSG00000004975" 9175
"73" "ENSG00000005001" 5440
"74" "ENSG00000005007" 36271
"75" "ENSG00000005020" 328171
"76" "ENSG00000005022" 2974
"77" "ENSG00000005059" 128510
"78" "ENSG00000005073" 4075
"79" "ENSG00000005075" 5794
"80" "ENSG00000005100" 28065
"81" "ENSG00000005102" 21533
"82" "ENSG00000005108" 461833
"83" "ENSG00000005156" 29231
"84" "ENSG00000005175" 44781
"85" "ENSG00000005187" 187338
"86" "ENSG00000005189" 43236
"87" "ENSG00000005194" 19233
"88" "ENSG00000005206" 26480
"89" "ENSG00000005238" 12229
"90" "ENSG00000005243" 11863
"91" "ENSG00000005249" 117106
"92" "ENSG00000005302" 17613
"93" "ENSG00000005339" 155659
"94" "ENSG00000005379" 27567
"95" "ENSG00000005381" 11080
"96" "ENSG00000005421" 26856
"97" "ENSG00000005436" 58985
"98" "ENSG00000005448" 4077
"99" "ENSG00000005469" 54130
"100" "ENSG00000005471" 78739
"101" "ENSG00000005483" 174076
"102" "ENSG00000005486" 46324
"103" "ENSG00000005513" 5209
"104" "ENSG00000005700" 77768
"105" "ENSG00000005801" 39961
"106" "ENSG00000005810" 284620
"107" "ENSG00000005812" 34597
"108" "ENSG00000005844" 50909
"109" "ENSG00000005882" 17415
"110" "ENSG00000005884" 34513
"111" "ENSG00000005889" 67082
"112" "ENSG00000005893" 43217
"113" "ENSG00000005961" 17469
"114" "ENSG00000005981" 61789
"115" "ENSG00000006007" 20430
"116" "ENSG00000006015" 3652
"117" "ENSG00000006016" 35521
"118" "ENSG00000006025" 14462
"119" "ENSG00000006042" 17196
"120" "ENSG00000006047" 6376
"121" "ENSG00000006059" 4736
"122" "ENSG00000006062" 53910
"123" "ENSG00000006071" 84396
"124" "ENSG00000006116" 106077
"125" "ENSG00000006118" 12699
"126" "ENSG00000006125" 148367
"127" "ENSG00000006128" 8388
"128" "ENSG00000006194" 18118
"129" "ENSG00000006210" 12567
"130" "ENSG00000006282" 12794
"131" "ENSG00000006283" 66759
"132" "ENSG00000006327" 3938
"133" "ENSG00000006377" 5487
"134" "ENSG00000006432" 87008
"135" "ENSG00000006451" 84555
"136" "ENSG00000006453" 109440
"137" "ENSG00000006459" 92237
"138" "ENSG00000006468" 100196
"139" "ENSG00000006530" 103966
"140" "ENSG00000006534" 20704
"141" "ENSG00000006555" 21611
"142" "ENSG00000006576" 158730
"143" "ENSG00000006606" 20363
"144" "ENSG00000006607" 138556
"145" "ENSG00000006611" 50521
"146" "ENSG00000006625" 8220
"147" "ENSG00000006634" 33337
"148" "ENSG00000006638" 12368
"149" "ENSG00000006652" 58130
"150" "ENSG00000006659" 4963
"151" "ENSG00000006695" 162246
"152" "ENSG00000006704" 148815
"153" "ENSG00000006712" 5525
"154" "ENSG00000006715" 209420
"155" "ENSG00000006740" 202145
"156" "ENSG00000006744" 26453
"157" "ENSG00000006747" 89605
"158" "ENSG00000006756" 25377
"159" "ENSG00000006757" 29492
"160" "ENSG00000006788" 72265
"161" "ENSG00000006831" 100100
"162" "ENSG00000006837" 84697
"163" "ENSG00000007001" 259452
"164" "ENSG00000007038" 9124
"165" "ENSG00000007047" 225996
"166" "ENSG00000007062" 121302
"167" "ENSG00000007080" 10976
"168" "ENSG00000007129" 37326
"169" "ENSG00000007168" 92405
"170" "ENSG00000007171" 43763
"171" "ENSG00000007174" 371278
"172" "ENSG00000007202" 31008
"173" "ENSG00000007216" 24488
"174" "ENSG00000007237" 288000
"175" "ENSG00000007255" 15309
"176" "ENSG00000007264" 24159
"177" "ENSG00000007306" 33673
"178" "ENSG00000007312" 3598
"179" "ENSG00000007314" 34364
"180" "ENSG00000007341" 97311
"181" "ENSG00000007350" 34555
"182" "ENSG00000007372" 33182
"183" "ENSG00000007376" 3423
"184" "ENSG00000007384" 18296
"185" "ENSG00000007392" 40494
"186" "ENSG00000007402" 141631
"187" "ENSG00000007516" 15803
"188" "ENSG00000007520" 2638
"189" "ENSG00000007541" 17114
"190" "ENSG00000007545" 65571
"191" "ENSG00000007866" 23482
"192" "ENSG00000007908" 42065
"193" "ENSG00000007923" 67756
"194" "ENSG00000007933" 26918
"195" "ENSG00000007944" 19162
"196" "ENSG00000007952" 31035
"197" "ENSG00000007968" 24795
"198" "ENSG00000008018" 18187
"199" "ENSG00000008056" 47956
"200" "ENSG00000008083" 275973
"201" "ENSG00000008086" 228046
"202" "ENSG00000008118" 30225
"203" "ENSG00000008128" 21978
"204" "ENSG00000008130" 29225
"205" "ENSG00000008196" 28896
"206" "ENSG00000008197" 59507
"207" "ENSG00000008226" 84820
"208" "ENSG00000008256" 110868
"209" "ENSG00000008277" 268746
"210" "ENSG00000008282" 22084
"211" "ENSG00000008283" 14050
"212" "ENSG00000008294" 158694
"213" "ENSG00000008300" 26423
"214" "ENSG00000008311" 79725
"215" "ENSG00000008323" 18070
"216" "ENSG00000008324" 15094
"217" "ENSG00000008382" 16559
"218" "ENSG00000008394" 262117
"219" "ENSG00000008405" 102185
"220" "ENSG00000008438" 3900
"221" "ENSG00000008441" 103321
"222" "ENSG00000008513" 117092
"223" "ENSG00000008516" 14664
"224" "ENSG00000008517" 16895
"225" "ENSG00000008710" 47190
"226" "ENSG00000008735" 13188
"227" "ENSG00000008838" 42118
"228" "ENSG00000008853" 33092
"229" "ENSG00000008869" 115989
"230" "ENSG00000008952" 31738
"231" "ENSG00000008988" 7256
"232" "ENSG00000009307" 41763
"233" "ENSG00000009335" 130454
"234" "ENSG00000009413" 184687
"235" "ENSG00000009694" 828409
"236" "ENSG00000009709" 118020
"237" "ENSG00000009724" 25230
"238" "ENSG00000009765" 37077
"239" "ENSG00000009780" 37155
"240" "ENSG00000009790" 26288
"241" "ENSG00000009830" 45927
"242" "ENSG00000009844" 77523
"243" "ENSG00000009950" 31349
"244" "ENSG00000009954" 81887
"245" "ENSG00000010017" 90337
"246" "ENSG00000010030" 33709
"247" "ENSG00000010072" 17919
"248" "ENSG00000010165" 32363
"249" "ENSG00000010219" 53094
"250" "ENSG00000010244" 31753
"251" "ENSG00000010256" 11974
"252" "ENSG00000010270" 52425
"253" "ENSG00000010278" 38556
"254" "ENSG00000010282" 10161
"255" "ENSG00000010292" 38599
"256" "ENSG00000010295" 17112
"257" "ENSG00000010310" 15501
"258" "ENSG00000010318" 12981
"259" "ENSG00000010319" 12068
"260" "ENSG00000010322" 37950
"261" "ENSG00000010327" 29157
"262" "ENSG00000010361" 10510
"263" "ENSG00000010379" 42252
"264" "ENSG00000010404" 44108
"265" "ENSG00000010438" 48552
"266" "ENSG00000010539" 13896
"267" "ENSG00000010610" 33941
"268" "ENSG00000010626" 40672
"269" "ENSG00000010671" 41458
"270" "ENSG00000010704" 11062
"271" "ENSG00000010803" 215104
"272" "ENSG00000010810" 213120
"273" "ENSG00000010818" 205229
"274" "ENSG00000010932" 37507
"275" "ENSG00000011007" 18611
"276" "ENSG00000011009" 4394
"277" "ENSG00000011021" 41983
"278" "ENSG00000011028" 65927
"279" "ENSG00000011052" 18154
"280" "ENSG00000011083" 32726
"281" "ENSG00000011105" 209209
"282" "ENSG00000011114" 95542
"283" "ENSG00000011132" 10920
"284" "ENSG00000011143" 14164
"285" "ENSG00000011198" 44263
"286" "ENSG00000011201" 203263
"287" "ENSG00000011243" 39091
"288" "ENSG00000011258" 82738
"289" "ENSG00000011260" 37390
"290" "ENSG00000011275" 161649
"291" "ENSG00000011295" 45231
"292" "ENSG00000011304" 15252
"293" "ENSG00000011332" 18708
"294" "ENSG00000011347" 67434
"295" "ENSG00000011376" 166165
"296" "ENSG00000011405" 130256
"297" "ENSG00000011422" 24452
"298" "ENSG00000011426" 63970
"299" "ENSG00000011451" 29978
"300" "ENSG00000011454" 164033
"301" "ENSG00000011465" 42733
"302" "ENSG00000011478" 11586
"303" "ENSG00000011485" 45894
"304" "ENSG00000011523" 30650
"305" "ENSG00000011566" 188035
"306" "ENSG00000011590" 12480
"307" "ENSG00000011600" 3894
"308" "ENSG00000011638" 22239
"309" "ENSG00000011677" 285081
"310" "ENSG00000012048" 125950
"311" "ENSG00000012061" 71494
"312" "ENSG00000012124" 28100
"313" "ENSG00000012171" 9988
"314" "ENSG00000012174" 45806
"315" "ENSG00000012211" 11726
"316" "ENSG00000012223" 49589
"317" "ENSG00000012232" 156092
"318" "ENSG00000012504" 90706
"319" "ENSG00000012660" 81781
"320" "ENSG00000012779" 71943
"321" "ENSG00000012817" 41074
"322" "ENSG00000012822" 19228
"323" "ENSG00000012963" 21974
"324" "ENSG00000012983" 142625
"325" "ENSG00000013016" 35299
"326" "ENSG00000013275" 10599
"327" "ENSG00000013288" 48173
"328" "ENSG00000013293" 126527
"329" "ENSG00000013297" 35865
"330" "ENSG00000013306" 5245
"331" "ENSG00000013364" 27645
"332" "ENSG00000013374" 36677
"333" "ENSG00000013375" 46612
"334" "ENSG00000013392" 5578
"335" "ENSG00000013441" 11682
"336" "ENSG00000013503" 152450
"337" "ENSG00000013523" 40237
"338" "ENSG00000013561" 31964
"339" "ENSG00000013563" 10876
"340" "ENSG00000013573" 30939
"341" "ENSG00000013583" 25395
"342" "ENSG00000013588" 26378
"343" "ENSG00000013619" 152756
"344" "ENSG00000013725" 48697
"345" "ENSG00000013810" 32313
"346" "ENSG00000014123" 33681
"347" "ENSG00000014138" 44046
"348" "ENSG00000014164" 103788
"349" "ENSG00000014216" 31440
"350" "ENSG00000014257" 50933
"351" "ENSG00000014641" 18588
"352" "ENSG00000014824" 99959
"353" "ENSG00000014914" 8228
"354" "ENSG00000014919" 21259
"355" "ENSG00000015133" 146521
"356" "ENSG00000015153" 81245
"357" "ENSG00000015171" 124549
"358" "ENSG00000015285" 14835
"359" "ENSG00000015413" 25148
"360" "ENSG00000015475" 40632
"361" "ENSG00000015479" 38003
"362" "ENSG00000015520" 28795
"363" "ENSG00000015532" 17012
"364" "ENSG00000015568" 64947
"365" "ENSG00000015592" 23112
"366" "ENSG00000015676" 111539
"367" "ENSG00000016082" 11282
"368" "ENSG00000016391" 34084
"369" "ENSG00000016402" 45209
"370" "ENSG00000016490" 31891
"371" "ENSG00000016602" 33676
"372" "ENSG00000016864" 11546
"373" "ENSG00000017260" 166117
"374" "ENSG00000017427" 85870
"375" "ENSG00000017483" 11723
"376" "ENSG00000017797" 63105
"377" "ENSG00000018189" 104415
"378" "ENSG00000018236" 379976
"379" "ENSG00000018280" 14865
"380" "ENSG00000018408" 219479
"381" "ENSG00000018510" 174278
"382" "ENSG00000018607" 9427
"383" "ENSG00000018610" 27260
"384" "ENSG00000018625" 27832
"385" "ENSG00000018699" 193019
"386" "ENSG00000018869" 17692
"387" "ENSG00000019102" 4781
"388" "ENSG00000019144" 51591
"389" "ENSG00000019169" 52466
"390" "ENSG00000019186" 20540
"391" "ENSG00000019485" 139304
"392" "ENSG00000019505" 46039
"393" "ENSG00000019549" 4142
"394" "ENSG00000019582" 11332
"395" "ENSG00000019991" 71428
"396" "ENSG00000019995" 46066
"397" "ENSG00000020129" 9801
"398" "ENSG00000020181" 60705
"399" "ENSG00000020219" 1673
"400" "ENSG00000020256" 152645
"401" "ENSG00000020426" 235223
"402" "ENSG00000020577" 227198
"403" "ENSG00000020633" 65610
"404" "ENSG00000020922" 78315
"405" "ENSG00000021300" 16641
"406" "ENSG00000021355" 9627
"407" "ENSG00000021461" 38080
"408" "ENSG00000021488" 39258
"409" "ENSG00000021574" 94081
"410" "ENSG00000021645" 1697918
"411" "ENSG00000021762" 79632
"412" "ENSG00000021776" 117960
"413" "ENSG00000021826" 201425
"414" "ENSG00000021852" 45176
"415" "ENSG00000022267" 64657
"416" "ENSG00000022277" 50864
"417" "ENSG00000022355" 52918
"418" "ENSG00000022556" 48012
"419" "ENSG00000022567" 101139
"420" "ENSG00000022840" 44108
"421" "ENSG00000022976" 25325
"422" "ENSG00000023041" 23144
"423" "ENSG00000023171" 269346
"424" "ENSG00000023191" 12788
"425" "ENSG00000023228" 44692
"426" "ENSG00000023287" 123385
"427" "ENSG00000023318" 119867
"428" "ENSG00000023330" 16241
"429" "ENSG00000023445" 21953
"430" "ENSG00000023516" 51109
"431" "ENSG00000023572" 15248
"432" "ENSG00000023608" 34008
"433" "ENSG00000023697" 126079
"434" "ENSG00000023734" 21091
"435" "ENSG00000023839" 69954
"436" "ENSG00000023892" 23953
"437" "ENSG00000023902" 15537
"438" "ENSG00000023909" 24257
"439" "ENSG00000024048" 129476
"440" "ENSG00000024422" 29712
"441" "ENSG00000024526" 23069
"442" "ENSG00000024862" 19550
"443" "ENSG00000025039" 47657
"444" "ENSG00000025156" 33568
"445" "ENSG00000025293" 178396
"446" "ENSG00000025423" 35629
"447" "ENSG00000025434" 20733
"448" "ENSG00000025708" 4280
"449" "ENSG00000025770" 16556
"450" "ENSG00000025772" 18267
"451" "ENSG00000025796" 90452
"452" "ENSG00000025800" 68507
"453" "ENSG00000026025" 9352
"454" "ENSG00000026036" 39384
"455" "ENSG00000026103" 75792
"456" "ENSG00000026297" 35078
"457" "ENSG00000026508" 93520
"458" "ENSG00000026559" 19451
"459" "ENSG00000026652" 144094
"460" "ENSG00000026751" 15764
"461" "ENSG00000026950" 12971
"462" "ENSG00000027001" 159211
"463" "ENSG00000027075" 363417
"464" "ENSG00000027644" 19054
"465" "ENSG00000027697" 21966
"466" "ENSG00000027847" 10198
"467" "ENSG00000027869" 10605
"468" "ENSG00000028116" 252291
"469" "ENSG00000028137" 42237
"470" "ENSG00000028203" 85053
"471" "ENSG00000028277" 110475
"472" "ENSG00000028310" 42510
"473" "ENSG00000028528" 51967
"474" "ENSG00000028839" 38262
"475" "ENSG00000029153" 92453
"476" "ENSG00000029363" 33224
"477" "ENSG00000029364" 64375
"478" "ENSG00000029534" 243521
"479" "ENSG00000029559" 12881
"480" "ENSG00000029639" 58359
"481" "ENSG00000029725" 104075
"482" "ENSG00000029993" 10262
"483" "ENSG00000030066" 70468
"484" "ENSG00000030110" 7746
"485" "ENSG00000030304" 137779
"486" "ENSG00000030419" 152736
"487" "ENSG00000030582" 7860
"488" "ENSG00000031003" 114001
"489" "ENSG00000031081" 126331
"490" "ENSG00000031691" 29737
"491" "ENSG00000031698" 24264
"492" "ENSG00000031823" 62003
"493" "ENSG00000032219" 75383
"494" "ENSG00000032389" 188905
"495" "ENSG00000032444" 27760
"496" "ENSG00000032742" 124306
"497" "ENSG00000033011" 53677
"498" "ENSG00000033030" 29474
"499" "ENSG00000033050" 15721
"500" "ENSG00000033100" 8496
"501" "ENSG00000033122" 584023
"502" "ENSG00000033170" 333529
"503" "ENSG00000033178" 88503
"504" "ENSG00000033327" 203055
"505" "ENSG00000033627" 63738
"506" "ENSG00000033800" 144294
"507" "ENSG00000033867" 111699
"508" "ENSG00000034053" 233832
"509" "ENSG00000034152" 30560
"510" "ENSG00000034239" 24522
"511" "ENSG00000034510" 1015
"512" "ENSG00000034533" 13774
"513" "ENSG00000034677" 79158
"514" "ENSG00000034693" 39811
"515" "ENSG00000034713" 11506
"516" "ENSG00000034971" 17271
"517" "ENSG00000035115" 48668
"518" "ENSG00000035141" 6091
"519" "ENSG00000035403" 126170
"520" "ENSG00000035499" 103278
"521" "ENSG00000035664" 164997
"522" "ENSG00000035681" 76345
"523" "ENSG00000035687" 43415
"524" "ENSG00000035720" 48610
"525" "ENSG00000035862" 72410
"526" "ENSG00000035928" 78919
"527" "ENSG00000036054" 64259
"528" "ENSG00000036257" 115247
"529" "ENSG00000036448" 120506
"530" "ENSG00000036473" 68860
"531" "ENSG00000036530" 43003
"532" "ENSG00000036549" 121003
"533" "ENSG00000036565" 38351
"534" "ENSG00000036672" 26496
"535" "ENSG00000036828" 107961
"536" "ENSG00000037042" 7722
"537" "ENSG00000037241" 11042
"538" "ENSG00000037280" 48118
"539" "ENSG00000037474" 34052
"540" "ENSG00000037637" 105640
"541" "ENSG00000037749" 181519
"542" "ENSG00000037757" 9760
"543" "ENSG00000037897" 3648
"544" "ENSG00000037965" 3784
"545" "ENSG00000038002" 11663
"546" "ENSG00000038210" 118541
"547" "ENSG00000038219" 58987
"548" "ENSG00000038274" 16444
"549" "ENSG00000038295" 231220
"550" "ENSG00000038358" 11447
"551" "ENSG00000038382" 388786
"552" "ENSG00000038427" 110685
"553" "ENSG00000038532" 237647
"554" "ENSG00000038945" 459612
"555" "ENSG00000039068" 98245
"556" "ENSG00000039123" 117590
"557" "ENSG00000039139" 321490
"558" "ENSG00000039319" 75366
"559" "ENSG00000039523" 28370
"560" "ENSG00000039537" 119322
"561" "ENSG00000039560" 176284
"562" "ENSG00000039600" 45801
"563" "ENSG00000039650" 18469
"564" "ENSG00000039987" 6756
"565" "ENSG00000040199" 86866
"566" "ENSG00000040275" 21142
"567" "ENSG00000040341" 327339
"568" "ENSG00000040487" 16974
"569" "ENSG00000040531" 26644
"570" "ENSG00000040608" 41831
"571" "ENSG00000040633" 4693
"572" "ENSG00000040731" 157878
"573" "ENSG00000040933" 149538
"574" "ENSG00000041353" 177656
"575" "ENSG00000041357" 12012
"576" "ENSG00000041515" 611853
"577" "ENSG00000041802" 31672
"578" "ENSG00000041880" 6522
"579" "ENSG00000041982" 98632
"580" "ENSG00000041988" 10718
"581" "ENSG00000042062" 105434
"582" "ENSG00000042088" 89825
"583" "ENSG00000042286" 34711
"584" "ENSG00000042304" 15637
"585" "ENSG00000042317" 85426
"586" "ENSG00000042429" 30736
"587" "ENSG00000042445" 12576
"588" "ENSG00000042493" 23679
"589" "ENSG00000042753" 12710
"590" "ENSG00000042781" 800557
"591" "ENSG00000042813" 270908
"592" "ENSG00000042832" 267945
"593" "ENSG00000042980" 64945
"594" "ENSG00000043039" 76431
"595" "ENSG00000043093" 47879
"596" "ENSG00000043143" 58918
"597" "ENSG00000043355" 4981
"598" "ENSG00000043462" 51582
"599" "ENSG00000043514" 45401
"600" "ENSG00000043591" 3038
"601" "ENSG00000044012" 2410
"602" "ENSG00000044090" 16326
"603" "ENSG00000044115" 324067
"604" "ENSG00000044446" 91816
"605" "ENSG00000044459" 368941
"606" "ENSG00000044524" 374513
"607" "ENSG00000044574" 6529
"608" "ENSG00000046604" 50831
"609" "ENSG00000046647" 23167
"610" "ENSG00000046651" 43212
"611" "ENSG00000046653" 167699
"612" "ENSG00000046774" 2948
"613" "ENSG00000046889" 284986
"614" "ENSG00000047056" 111453
"615" "ENSG00000047188" 81591
"616" "ENSG00000047230" 124937
"617" "ENSG00000047249" 128015
"618" "ENSG00000047315" 53436
"619" "ENSG00000047346" 128500
"620" "ENSG00000047365" 296293
"621" "ENSG00000047410" 64041
"622" "ENSG00000047457" 59419
"623" "ENSG00000047578" 230211
"624" "ENSG00000047579" 140251
"625" "ENSG00000047597" 46339
"626" "ENSG00000047617" 414363
"627" "ENSG00000047621" 50773
"628" "ENSG00000047634" 17539
"629" "ENSG00000047644" 129220
"630" "ENSG00000047648" 548269
"631" "ENSG00000047662" 152315
"632" "ENSG00000047849" 238582
"633" "ENSG00000047932" 42273
"634" "ENSG00000047936" 138589
"635" "ENSG00000048028" 77698
"636" "ENSG00000048052" 915467
"637" "ENSG00000048140" 11667
"638" "ENSG00000048162" 4981
"639" "ENSG00000048342" 131687
"640" "ENSG00000048392" 34459
"641" "ENSG00000048405" 85134
"642" "ENSG00000048462" 2858
"643" "ENSG00000048471" 597553
"644" "ENSG00000048540" 62222
"645" "ENSG00000048544" 11054
"646" "ENSG00000048545" 7974
"647" "ENSG00000048649" 160860
"648" "ENSG00000048707" 282017
"649" "ENSG00000048740" 538278
"650" "ENSG00000048828" 114427
"651" "ENSG00000048991" 193815
"652" "ENSG00000049089" 17324
"653" "ENSG00000049130" 88058
"654" "ENSG00000049167" 78619
"655" "ENSG00000049192" 333182
"656" "ENSG00000049239" 36563
"657" "ENSG00000049245" 10136
"658" "ENSG00000049246" 60886
"659" "ENSG00000049247" 10429
"660" "ENSG00000049249" 27294
"661" "ENSG00000049283" 11068
"662" "ENSG00000049323" 452556
"663" "ENSG00000049449" 14648
"664" "ENSG00000049540" 42118
"665" "ENSG00000049541" 22959
"666" "ENSG00000049618" 434759
"667" "ENSG00000049656" 27347
"668" "ENSG00000049759" 357314
"669" "ENSG00000049768" 14362
"670" "ENSG00000049769" 31668
"671" "ENSG00000049860" 82624
"672" "ENSG00000049883" 48028
"673" "ENSG00000050030" 192616
"674" "ENSG00000050130" 20967
"675" "ENSG00000050165" 53562
"676" "ENSG00000050327" 25344
"677" "ENSG00000050344" 34939
"678" "ENSG00000050393" 28011
"679" "ENSG00000050405" 107732
"680" "ENSG00000050426" 12462
"681" "ENSG00000050438" 124446
"682" "ENSG00000050555" 85299
"683" "ENSG00000050628" 195463
"684" "ENSG00000050730" 96058
"685" "ENSG00000050748" 58956
"686" "ENSG00000050767" 352917
"687" "ENSG00000050820" 39872
"688" "ENSG00000051009" 23366
"689" "ENSG00000051108" 12722
"690" "ENSG00000051128" 12060
"691" "ENSG00000051180" 37566
"692" "ENSG00000051341" 114557
"693" "ENSG00000051382" 182230
"694" "ENSG00000051523" 7808
"695" "ENSG00000051596" 116807
"696" "ENSG00000051620" 18666
"697" "ENSG00000051825" 91694
"698" "ENSG00000052126" 246731
"699" "ENSG00000052344" 4294
"700" "ENSG00000052723" 11206
"701" "ENSG00000052749" 69718
"702" "ENSG00000052795" 139024
"703" "ENSG00000052802" 15497
"704" "ENSG00000052841" 136013
"705" "ENSG00000052850" 49699
"706" "ENSG00000053108" 416086
"707" "ENSG00000053254" 494278
"708" "ENSG00000053328" 114409
"709" "ENSG00000053371" 8179
"710" "ENSG00000053372" 8323
"711" "ENSG00000053438" 2484
"712" "ENSG00000053501" 4483
"713" "ENSG00000053524" 250737
"714" "ENSG00000053702" 10196
"715" "ENSG00000053747" 266769
"716" "ENSG00000053770" 29818
"717" "ENSG00000053900" 41235
"718" "ENSG00000053918" 404421
"719" "ENSG00000054116" 19483
"720" "ENSG00000054118" 80925
"721" "ENSG00000054148" 2303
"722" "ENSG00000054179" 5954
"723" "ENSG00000054219" 101401
"724" "ENSG00000054267" 196585
"725" "ENSG00000054277" 87274
"726" "ENSG00000054282" 244057
"727" "ENSG00000054356" 20025
"728" "ENSG00000054392" 348044
"729" "ENSG00000054523" 171033
"730" "ENSG00000054598" 3982
"731" "ENSG00000054611" 413082
"732" "ENSG00000054654" 464534
"733" "ENSG00000054690" 56322
"734" "ENSG00000054793" 171876
"735" "ENSG00000054796" 14191
"736" "ENSG00000054803" 8162
"737" "ENSG00000054938" 34997
"738" "ENSG00000054965" 197702
"739" "ENSG00000054967" 21075
"740" "ENSG00000054983" 155845
"741" "ENSG00000055044" 37925
"742" "ENSG00000055070" 45570
"743" "ENSG00000055118" 33360
"744" "ENSG00000055130" 103196
"745" "ENSG00000055147" 48788
"746" "ENSG00000055163" 129516
"747" "ENSG00000055208" 192972
"748" "ENSG00000055211" 25454
"749" "ENSG00000055332" 58312
"750" "ENSG00000055483" 54060
"751" "ENSG00000055609" 301722
"752" "ENSG00000055732" 30418
"753" "ENSG00000055813" 202182
"754" "ENSG00000055917" 103543
"755" "ENSG00000055950" 18057
"756" "ENSG00000055955" 17726
"757" "ENSG00000055957" 14473
"758" "ENSG00000056050" 28474
"759" "ENSG00000056097" 90390
"760" "ENSG00000056277" 66192
"761" "ENSG00000056291" 116403
"762" "ENSG00000056487" 128843
"763" "ENSG00000056558" 26780
"764" "ENSG00000056586" 60803
"765" "ENSG00000056678" 329
"766" "ENSG00000056736" 19226
"767" "ENSG00000056972" 51525
"768" "ENSG00000056998" 53998
"769" "ENSG00000057019" 105754
"770" "ENSG00000057149" 6696
"771" "ENSG00000057252" 64966
"772" "ENSG00000057294" 106032
"773" "ENSG00000057468" 116360
"774" "ENSG00000057593" 14897
"775" "ENSG00000057608" 76909
"776" "ENSG00000057657" 116476
"777" "ENSG00000057663" 280368
"778" "ENSG00000057704" 83435
"779" "ENSG00000057757" 9814
"780" "ENSG00000057935" 262378
"781" "ENSG00000058056" 151334
"782" "ENSG00000058063" 128126
"783" "ENSG00000058085" 58889
"784" "ENSG00000058091" 744166
"785" "ENSG00000058262" 20064
"786" "ENSG00000058272" 161897
"787" "ENSG00000058335" 130874
"788" "ENSG00000058404" 124558
"789" "ENSG00000058453" 232691
"790" "ENSG00000058600" 37726
"791" "ENSG00000058668" 117249
"792" "ENSG00000058673" 59376
"793" "ENSG00000058729" 22380
"794" "ENSG00000058799" 38079
"795" "ENSG00000058804" 72985
"796" "ENSG00000058866" 256566
"797" "ENSG00000059122" 39277
"798" "ENSG00000059145" 51546
"799" "ENSG00000059377" 243274
"800" "ENSG00000059378" 39202
"801" "ENSG00000059573" 50770
"802" "ENSG00000059588" 87866
"803" "ENSG00000059691" 90503
"804" "ENSG00000059728" 45257
"805" "ENSG00000059758" 122219
"806" "ENSG00000059769" 23017
"807" "ENSG00000059804" 16957
"808" "ENSG00000059915" 18922
"809" "ENSG00000060069" 74700
"810" "ENSG00000060138" 24234
"811" "ENSG00000060140" 55395
"812" "ENSG00000060237" 158873
"813" "ENSG00000060303" 407
"814" "ENSG00000060339" 71365
"815" "ENSG00000060491" 9165
"816" "ENSG00000060558" 27716
"817" "ENSG00000060566" 19423
"818" "ENSG00000060642" 13605
"819" "ENSG00000060656" 90297
"820" "ENSG00000060688" 37220
"821" "ENSG00000060709" 372095
