ENSEMBL_ID	Gene_ID	P7469_501	P7469_502	P7469_503	P7469_504	P7469_505	P7469_506	P7469_507	P7469_508
ENSG00000002079	MYH16	0.197572	0.441732	0.501137	0.552589	0.374596	0.438028	0.0208949	0.0873747
ENSG00000002330	BAD	3.50137	11.0167	17.9413	21.7792	11.4732	17.5678	39.0601	27.2655
ENSG00000002549	LAP3	55.2783	53.8407	58.4476	56.8776	54.3802	51.8151	29.454	36.9056
ENSG00000002586	CD99	35.6495	53.0631	68.7019	68.9837	49.0645	47.135	93.1346	67.8862
ENSG00000002587	HS3ST1	0.0162006	0.0783045	0.0217006	0.00786091	0.0805541	0.0244824	0.0224044	0.0176824
ENSG00000002726	AOC1	0.2462	0.504834	0.556425	0.60697	0.846472	0.943773	1.64841	1.20394
ENSG00000002745	WNT16	0.024723	0	0.0205111	0.0199937	0	0	0	0
ENSG00000002746	HECW1	0	0.000152514	0	0	0.0134497	0.194171	0.0738829	0.000174318
ENSG00000002822	MAD1L1	12.9571	22.9875	32.5812	29.5411	28.8554	28.9188	73.0503	51.1945
ENSG00000002834	LASP1	111.205	138.404	173.5	162.629	139.951	142.531	201.825	164.784
ENSG00000002919	SNX11	14.8519	14.9961	17.8782	16.7968	15.7796	16.2766	38.5586	25.7077
ENSG00000002933	TMEM176A	10.3294	14.1865	15.5005	12.1737	26.5008	25.6757	55.2694	35.7759
ENSG00000003056	M6PR	337.978	293.08	319.747	313.127	327.32	323.798	210.367	266.441
ENSG00000003096	KLHL13	0.0353692	0.0369403	0.0587386	0.0287001	0.0177095	0.00993486	0.0100925	0.03175
ENSG00000003137	CYP26B1	0.0733122	0.118886	0.285598	0.136858	0.0304781	0.0663461	0.28443	0.409779
ENSG00000003147	ICA1	7.74476	5.78969	8.34158	7.21521	14.5493	19.0989	25.8569	27.4559
ENSG00000003249	DBNDD1	1.85238	4.4876	5.894	5.99247	5.7876	7.06249	8.69002	6.87621
ENSG00000003393	ALS2	8.0494	6.15261	5.26883	7.08306	6.23674	5.29534	4.50136	7.57843
ENSG00000003400	CASP10	0.0204343	0.0847905	0.18366	0.0800986	0.240121	0.194548	0.123112	0.597179
ENSG00000003402	CFLAR	15.1425	14.2507	17.2068	17.8067	12.944	15.4107	18.8412	13.6188
ENSG00000003436	TFPI	1.25719	1.1184	0.303394	0.465747	0.597444	0.369692	0.0180605	0.133292
ENSG00000003509	NDUFAF7	44.0543	36.8003	33.8844	33.1155	31.1406	30.95	15.6611	24.6566
ENSG00000003756	RBM5	119.876	101.886	75.128	72.5402	56.0784	56.877	85.5094	99.8701
ENSG00000003987	MTMR7	0	0	0	0	0	0	0	0
ENSG00000003989	SLC7A2	0.172445	0.132642	0.0858887	0.131067	0.053841	0.0916612	0.0314024	0.0462725
ENSG00000004059	ARF5	65.5888	97.8817	128.404	128.154	127.595	127.994	180.948	126.858
ENSG00000004139	SARM1	0.915942	1.29225	1.8593	1.63277	1.57991	1.39448	7.00045	4.9327
ENSG00000004142	POLDIP2	71.911	83.8335	119.294	110.815	98.7185	101.845	179.495	130.34
ENSG00000004399	PLXND1	31.6359	56.1062	45.6153	44.6695	32.5044	38.6432	79.2428	69.3384
ENSG00000004455	AK2	229.702	234.386	270.023	254.505	239.429	238.758	431.596	366.749
ENSG00000004468	CD38	0	0.0207592	0.00385343	0.0151143	0.00426295	0.00347792	0.0159985	0.0167332
ENSG00000004478	FKBP4	157.613	147.566	166.677	151.573	184.849	181.906	121.728	88.1207
ENSG00000004487	KDM1A	169.499	0	0	145.16	0	0	73.0734	0
ENSG00000004534	RBM6	80.5234	71.729	51.3103	51.7563	68.1671	65.7876	30.969	42.878
ENSG00000004660	CAMKK1	2.90322	4.6915	7.0342	7.42059	6.62916	7.4091	5.25635	4.2995
ENSG00000004700	RECQL	83.9661	63.83	42.0477	49.1572	45.0812	46.0937	1.7509	5.52322
ENSG00000004766	CCDC132	33.5885	21.0694	10.4177	13.6551	16.5386	14.388	1.23502	3.65653
ENSG00000004776	HSPB6	0	0.0361946	0.0503904	0.114526	0.0743278	0.04548	0.103836	0.0904968
ENSG00000004777	ARHGAP33	1.45115	3.48704	1.30523	4.18446	2.82387	1.47795	10.7323	2.5891
ENSG00000004779	NDUFAB1	126.276	152.99	172.754	181.353	177.836	188.434	174.574	150.943
ENSG00000004799	PDK4	0.443686	0.496051	0.199798	0.318246	0.435202	0.501545	0.0257336	0.0587893
ENSG00000004809	SLC22A16	0	0.172771	0	0	0	0	0	0
ENSG00000004838	ZMYND10	0.214295	0.984651	0.954993	0.419518	0.714176	0.273096	0.899996	0.861948
ENSG00000004846	ABCB5	0	0.0122789	0.00102413	0.000637318	0.00233659	0.00369734	0	0.00606951
ENSG00000004848	ARX	0	0	0	0	0	0	0.0324708	0.00848989
ENSG00000004864	SLC25A13	58.8795	50.159	49.2864	44.3935	48.4967	45.1787	37.6043	42.687
ENSG00000004866	ST7	49.5108	43.3623	50.4328	51.1452	48.1256	42.5955	48.6494	49.9006
ENSG00000004897	CDC27	102.207	93.1998	71.3708	73.5547	78.0828	85.5053	11.5752	26.1425
ENSG00000004939	SLC4A1	0.0147573	6.31011e-09	1.1563e-08	1.12627e-08	8.16604e-09	8.49238e-09	0.0106314	0.0872704
ENSG00000004948	CALCR	0.014819	0	0.00615032	0.0161081	0.0183144	0	0.0190164	0.0132578
ENSG00000004961	HCCS	42.5436	40.6712	49.7811	48.1834	52.6694	51.0133	57.913	48.0978
ENSG00000004975	DVL2	23.2232	43.2381	49.6588	60.0537	45.9783	48.3037	96.1819	77.6574
ENSG00000005001	PRSS22	0.0392212	0.310729	0.137878	0.13347	0.239274	0.210411	0.657881	1.72822
ENSG00000005007	UPF1	37.0745	50.7092	58.5826	55.145	53.9102	59.9203	84.9236	67.2346
ENSG00000005020	SKAP2	18.7938	18.1351	14.3595	14.5892	13.7122	12.5058	4.72259	7.0634
ENSG00000005022	SLC25A5	1469.55	1569.9	1953.77	1782.34	1855.38	1892.76	1505.22	1304.51
ENSG00000005059	CCDC109B	6.20536	5.79152	6.33718	6.15617	6.18981	5.04537	3.20274	4.25073
ENSG00000005073	HOXA11	6.62045	7.24204	10.7734	10.4991	9.47914	9.75128	16.0187	16.1692
ENSG00000005075	POLR2J	30.9387	48.8123	75.5812	75.5758	57.7958	62.0256	95.4249	76.2919
ENSG00000005100	DHX33	32.9179	35.2235	35.3126	38.4834	31.1925	32.4405	19.5626	33.1764
ENSG00000005102	MEOX1	0	0	0	0	0	0	0	0
ENSG00000005108	THSD7A	0	0	0	0	0	0	0	0
ENSG00000005156	LIG3	66.7365	55.8307	47.3215	49.0672	50.6006	49.5528	52.3074	39.663
ENSG00000005175	RPAP3	90.9673	71.7049	50.9255	60.768	71.0429	70.8734	6.16207	24.3872
ENSG00000005187	ACSM3	0.496781	0.41009	0.250439	0.376894	0.269234	0.422565	0.300166	0.100963
ENSG00000005189	AC004381.6	8.72864	6.51823	5.57417	5.20921	9.70384	5.66306	6.84732	7.05505
ENSG00000005194	CIAPIN1	131.267	119.31	142.755	120.012	130.657	125.933	248.977	185.669
ENSG00000005206	SPPL2B	6.02704	17.7675	13.9555	20.8183	14.389	20.0123	33.7934	35.5157
ENSG00000005238	FAM214B	0.322001	0.397626	0.435266	0.396035	0.524999	0.607148	1.39607	1.24726
ENSG00000005243	COPZ2	5.07924	5.73525	6.37429	5.75846	4.45828	5.6655	28.1766	19.7911
ENSG00000005249	PRKAR2B	0.0624001	0.00640615	0.0118914	0.151561	0.0572711	0.0160989	0	0
ENSG00000005302	MSL3	31.1374	26.0096	22.5955	21.2965	24.0128	23.2275	12.1115	20.1043
ENSG00000005339	CREBBP	34.4687	27.4288	26.6984	23.0824	35.7545	29.2154	28.382	38.5257
ENSG00000005379	BZRAP1	1.59288	6.02526	4.50403	4.70399	4.06989	5.74202	5.3393	5.79237
ENSG00000005381	MPO	0	0.00753115	0	0	0.0309382	0	0	0
ENSG00000005421	PON1	0.251162	0.129661	0.116434	0.109496	0.428057	0.107613	0.0253765	0.259586
ENSG00000005436	GCFC2	22.3738	20.97	18.0409	18.7902	18.7207	20.4972	5.62499	10.6199
ENSG00000005448	WDR54	22.171	31.1086	33.5431	28.2259	28.0466	28.7453	64.7983	47.4097
ENSG00000005469	CROT	5.49602	5.60926	4.65337	4.90327	3.75028	3.07699	0.536059	1.46464
ENSG00000005471	ABCB4	0.55297	1.07277	0.265411	0.582905	0.550146	0.494491	0.153073	0.40072
ENSG00000005483	KMT2E	15.9323	13.2805	6.36185	8.68494	7.84596	10.1136	3.08294	5.70494
ENSG00000005486	RHBDD2	16.1683	31.0955	50.5465	43.9603	41.1674	45.6951	94.5752	68.0326
ENSG00000005513	SOX8	1.14068	1.81778	2.56047	2.62357	2.04651	2.11044	2.4397	1.97067
ENSG00000005700	IBTK	19.849	18.1203	8.85445	9.7419	12.4985	13.5716	1.61106	5.761
ENSG00000005801	ZNF195	65.2565	63.6812	34.2867	39.297	45.7034	44.1537	5.87766	13.5271
ENSG00000005810	MYCBP2	54.031	42.4271	28.019	35.5487	36.6324	34.9762	8.6451	19.9214
ENSG00000005812	FBXL3	26.8419	23.0726	20.0921	21.1077	24.5346	26.6691	6.49611	13.8057
ENSG00000005844	ITGAL	0.0127656	0	0.027684	0.00458854	0	0.000386214	0.00485361	0.00528707
ENSG00000005882	PDK2	6.82633	10.1763	10.5471	12.0508	11.8617	10.6048	31.6768	25.6924
ENSG00000005884	ITGA3	4.99572	5.89904	4.21666	7.41708	6.87953	7.21588	22.4362	19.0785
ENSG00000005889	ZFX	15.3098	13.7404	8.34018	10.1185	12.3978	10.5535	2.60255	6.01467
ENSG00000005893	LAMP2	50.9395	46.9273	43.3665	41.0815	49.6117	45.2855	17.6296	29.3619
ENSG00000005955	GGNBP2	52.3789	43.0233	34.17	35.256	41.7417	41.2077	15.6749	36.1545
ENSG00000005961	ITGA2B	0.0919296	0.122871	0.030599	1.00029	0.312522	0.326597	0.263868	0.2876
ENSG00000005981	ASB4	8.1601	7.24566	7.31389	6.84833	7.3691	7.24413	1.61633	1.9303
ENSG00000006007	GDE1	32.3028	27.8888	32.6666	30.2428	28.9907	27.5855	49.7369	49.7945
ENSG00000006015	C19orf60	1.69783	5.96563	8.63949	11.6505	7.26795	7.44797	22.2299	16.3154
ENSG00000006016	CRLF1	0.0178579	0.0820717	0.00515713	0.0113022	0	0.00193941	0.215587	0.0155133
ENSG00000006025	OSBPL7	3.30571	7.72553	4.04735	3.63553	4.662	4.21532	9.55321	10.2592
ENSG00000006042	TMEM98	2.06364	2.56997	3.8394	3.63321	5.30711	4.83226	3.85892	2.0959
ENSG00000006047	YBX2	6.95572	9.34173	12.9586	14.3419	9.36811	13.3708	17.8246	16.3306
ENSG00000006059	KRT33A	0	0	0	0	0	0	0	0
ENSG00000006062	MAP3K14	1.49073	3.32969	3.70794	3.48402	2.7958	3.33903	5.41091	4.55137
ENSG00000006071	ABCC8	0.136747	0.343639	0.0555714	0.109397	0.0944103	0.0100369	0.0342921	0.0658102
ENSG00000006074	CCL18	0	0	0	0	0	0	0	0
ENSG00000006075	CCL3	0	0	0	0.0178464	0.0202693	0	0	0
ENSG00000006114	SYNRG	14.9169	12.4541	13.3512	12.4031	13.5895	13.1181	11.1746	14.4694
ENSG00000006116	CACNG3	0	0	0	0	0	0	0	0
ENSG00000006118	TMEM132A	7.94984	17.9016	18.0391	22.4633	14.9713	21.7259	30.3666	25.6534
ENSG00000006125	AP2B1	56.6761	48.4161	52.7553	54.071	48.1268	45.1326	37.5217	47.2626
ENSG00000006128	TAC1	0	0	0	0	0	0	0	0
ENSG00000006194	ZNF263	15.5495	15.8584	19.072	18.3818	16.6483	18.5439	37.6067	30.326
ENSG00000006210	CX3CL1	0.660611	1.27679	1.46943	1.97217	1.5357	1.50348	1.39912	1.01654
ENSG00000006282	SPATA20	11.2774	21.4512	22.302	24.4717	24.4681	23.7319	52.5175	42.3733
ENSG00000006283	CACNA1G	0	0	0.0565675	0.0160696	0.0036372	0.00404741	0.00476476	0
ENSG00000006327	TNFRSF12A	16.0886	30.057	47.631	52.0794	40.2842	46.9013	134.309	95.7715
ENSG00000006377	DLX6	1.5995	1.96413	1.56371	1.46427	1.64149	1.43959	0.891267	1.67825
ENSG00000006432	MAP3K9	3.07741	3.25831	3.09832	2.94618	2.89297	2.72888	4.03195	4.16083
ENSG00000006451	RALA	99.9791	59.1864	53.4924	63.4137	70.8561	70.7209	25.2594	42.158
ENSG00000006453	BAIAP2L1	13.9766	14.0123	14.5309	14.5633	11.2941	12.0607	8.72217	10.7637
ENSG00000006459	KDM7A	9.67992	7.6458	4.19866	6.86567	7.30795	7.83164	1.6105	5.50108
ENSG00000006468	ETV1	19.6953	17.1702	14.7499	13.5834	10.8287	12.0654	6.99314	9.26223
ENSG00000006530	AGK	73.5613	48.5569	50.8727	49.9766	47.3572	47.8266	28.8661	33.6952
ENSG00000006534	ALDH3B1	0.579129	0.957889	1.50948	1.5546	1.07969	1.59824	4.56866	4.28776
ENSG00000006555	TTC22	0.00403651	0	0	0	0	0.00241983	0	0
ENSG00000006576	PHTF2	15.1429	12.6915	9.40674	11.0746	10.4835	10.8425	1.3447	2.88623
ENSG00000006606	CCL26	0.31461	0.140641	0.326332	0.126723	0.361012	0.353237	0.268976	0.140654
ENSG00000006607	FARP2	24.7989	25.5222	25.3546	24.4237	21.0626	20.519	14.4147	13.5108
ENSG00000006611	USH1C	86.0953	115.491	132.071	112.307	128.997	124.233	278.05	223.314
ENSG00000006625	GGCT	105.171	95.85	91.6887	95.4153	99.5859	99.384	17.1294	40.0541
ENSG00000006634	DBF4	25.9872	25.2041	21.9163	26.9064	23.4222	25.1373	1.46496	4.31579
ENSG00000006638	TBXA2R	0.0151311	0.0106588	0.106508	0.0331612	0.0541041	0.0243865	0.0538806	0.0281754
ENSG00000006652	IFRD1	79.7957	75.4129	75.051	82.5264	71.9871	68.3045	43.2717	73.7654
ENSG00000006659	LGALS14	0	0	0	0	0	0	0	0
ENSG00000006695	COX10	9.79496	8.88206	9.68969	8.95411	10.8871	9.29979	12.6322	13.5313
ENSG00000006704	GTF2IRD1	58.0249	78.6725	96.8523	96.4128	90.9096	88.84	128.386	104.14
ENSG00000006712	PAF1	24.8206	27.2496	29.545	29.1427	25.5101	25.9146	41.5354	35.8963
ENSG00000006715	VPS41	47.4295	34.0878	25.0067	22.9534	28.632	26.0894	8.19778	17.9975
ENSG00000006740	ARHGAP44	0.604606	0.685224	0.967683	0.918431	0.655701	0.757975	0.599202	0.666077
ENSG00000006744	ELAC2	113.621	131.354	156.242	149.926	140.183	142.275	170.169	136.71
ENSG00000006747	SCIN	0.0109524	0.0391648	0.0090961	0.00885991	0.140269	0.00820724	0.00936893	0.0294075
ENSG00000006756	ARSD	0.410075	0.731297	0.453454	0.578079	1.07597	0.690508	2.32409	1.59138
ENSG00000006757	PNPLA4	24.5211	23.8152	27.9965	27.8276	32.8855	28.6232	75.3012	55.1448
ENSG00000006788	MYH13	0.00657131	0.00979788	0.00363706	0.000885164	0	0.0125852	0	0.00391908
ENSG00000006831	ADIPOR2	65.6785	57.1771	57.5389	51.3327	61.9195	61.4134	42.5543	50.4944
ENSG00000006837	CDKL3	2.4431	1.60455	1.16287	1.42158	1.74204	1.49235	0.950431	1.22061
ENSG00000007001	UPP2	0	0	0	0	0	0	0	0
ENSG00000007038	PRSS21	0	0	0	0	0	0	0	0
ENSG00000007047	MARK4	3.20795	3.27727	4.86509	3.93468	3.86448	4.95908	9.82443	7.45143
ENSG00000007062	PROM1	16.6206	15.3958	12.9644	14.2301	16.0073	15.7146	4.76697	6.70056
ENSG00000007080	CCDC124	10.716	27.7333	40.5155	51.8196	34.0544	41.4478	95.5024	74.9258
ENSG00000007129	CEACAM21	0.0945602	0	0	0.0499604	0	0.0173294	1.83418	1.3978
ENSG00000007168	PAFAH1B1	111.343	94.1761	83.474	85.5244	87.924	85.9972	70.9667	87.6142
ENSG00000007171	NOS2	0	0	0	0	0	0.00478411	0	0
ENSG00000007174	DNAH9	0.0209785	0	0.0234921	0.0237175	0.0394371	0.0157739	0.00639693	0.00763251
ENSG00000007202	KIAA0100	75.3304	72.0561	78.1865	78.5866	80.0569	74.1442	85.4286	84.3112
ENSG00000007216	SLC13A2	0	0	0	0	0	0	0	0
ENSG00000007237	GAS7	0.138874	0.0672444	0.118981	0.180753	0.215864	0.250185	0.32413	0.274542
ENSG00000007255	TRAPPC6A	1.85775	7.92449	9.23419	10.7046	10.2436	14.9535	54.2085	45.3849
ENSG00000007264	MATK	0	0	0	0	0	0	0	0.0446954
ENSG00000007306	CEACAM7	0	0	0	0	0	0	0	0
ENSG00000007312	CD79B	0.0265372	0	0	0	0.0243745	0.0198859	0	0.0237414
ENSG00000007314	SCN4A	0.0066729	0.00298466	0.00277014	0	0.0153227	0.104497	1.15467	0.780649
ENSG00000007341	ST7L	27.0945	30.1913	22.5623	22.3531	28.2877	28.2545	30.9972	40.9459
ENSG00000007350	TKTL1	0	0.0951212	0.0876306	0.085992	0	0	0.0912964	0
ENSG00000007372	PAX6	4.12286	4.33567	4.77274	5.62958	4.60387	4.87502	6.84544	12.9939
ENSG00000007376	RPUSD1	3.65857	13.5179	24.4919	31.8421	16.8488	24.213	47.4487	38.7646
ENSG00000007384	RHBDF1	4.05548	8.27796	7.15482	7.54747	5.34155	5.37802	14.336	13.3615
ENSG00000007392	LUC7L	66.4816	75.8433	56.728	64.1374	65.5501	62.3752	65.3877	68.2641
ENSG00000007402	CACNA2D2	0.0327305	0.0195196	0.0906544	0.0706465	0.0601784	0.063905	0.102751	0.0683761
ENSG00000007516	BAIAP3	0.174148	0.990113	0.542653	0.939662	0.475778	0.789947	0.996029	0.58041
ENSG00000007520	TSR3	4.58635	22.0118	36.161	43.7081	25.63	31.9884	74.0884	54.3705
ENSG00000007541	PIGQ	2.74144	8.40876	10.2853	15.2205	12.4086	14.3599	43.6615	43.5723
ENSG00000007545	CRAMP1L	6.10405	9.37075	7.46229	7.50357	7.9921	9.48019	10.7198	10.1708
ENSG00000007866	TEAD3	1.32554	1.90411	2.12698	2.19619	1.95507	2.27253	4.80667	3.31097
ENSG00000007908	SELE	0	0	0	0	0	0	0	0
ENSG00000007923	DNAJC11	75.3938	55.4072	67.4088	59.6671	65.9523	58.8993	87.2522	69.2273
ENSG00000007933	FMO3	1.02952	0.941818	0.838705	0.989607	1.14202	0.897904	2.42633	2.24145
ENSG00000007944	MYLIP	2.98814	2.65299	2.30872	2.45872	4.07989	3.93492	3.03237	4.77231
ENSG00000007952	NOX1	0	0	0	0	0	0	0	0
ENSG00000007968	E2F2	1.83863	2.39515	3.18805	3.07235	2.43015	2.1099	1.86128	1.75283
ENSG00000008018	PSMB1	166.618	155.741	193.144	173.547	216.55	208.085	305.327	269.422
ENSG00000008056	SYN1	0.0599442	0.0842673	0.0853165	0.0831004	0.102248	0.102671	0.439528	0.252827
ENSG00000008083	JARID2	3.20251	2.90201	2.99928	3.26783	2.80792	2.59656	1.78485	3.06173
ENSG00000008086	CDKL5	0.919862	0.836595	0.777638	0.766752	0.579425	0.664788	0.354372	0.638673
ENSG00000008118	CAMK1G	0	0	0	0	0	0	0	0
ENSG00000008128	CDK11A	27.3886	31.6158	35.4038	38.705	34.8504	34.2128	31.6399	44.5621
ENSG00000008130	NADK	21.8073	46.436	56.3928	66.5167	48.0465	57.4503	89.8751	88.4214
ENSG00000008196	TFAP2B	0	0	0	0	0	0	0	0
ENSG00000008197	TFAP2D	0	0	0	0	0	0	0	0
ENSG00000008226	DLEC1	0.00779511	0.0064513	0.00199587	0.0155524	0.00220798	0	0.00822541	0.00912449
ENSG00000008256	CYTH3	2.58621	4.95601	7.43888	5.9898	6.77438	5.67884	4.56977	6.34313
ENSG00000008277	ADAM22	7.93229	7.05149	5.36323	5.7167	5.21766	5.07872	1.36522	3.01554
ENSG00000008282	SYPL1	85.1976	78.8046	76.8154	68.8266	74.1602	75.0678	23.6176	34.3472
ENSG00000008283	CYB561	17.6327	27.178	33.5633	36.6211	26.5046	28.2855	103.58	93.0171
ENSG00000008294	SPAG9	65.5034	52.0299	37.5463	49.7844	48.3796	48.0573	9.08958	23.9542
ENSG00000008300	CELSR3	3.82239	5.82799	5.6081	7.08216	5.87841	7.12115	20.1543	17.6785
ENSG00000008311	AASS	1.44199	1.06395	0.656613	0.623206	0.628179	0.599295	0.156243	0.252331
ENSG00000008323	PLEKHG6	0.0517167	0.546642	1.77257	0.247031	1.44629	0.296352	1.68878	0.0920104
ENSG00000008324	SS18L2	41.977	38.2468	41.6662	39.2536	45.4822	43.1419	29.9654	35.1183
ENSG00000008382	MPND	3.58858	11.6044	15.5038	14.2389	12.9929	13.4215	17.973	16.1664
ENSG00000008394	MGST1	223.046	154.696	175.053	171.435	161.978	169.804	93.4753	116.179
ENSG00000008405	CRY1	14.4938	16.6354	11.7081	11.6625	12.3404	10.1945	6.12596	9.71877
ENSG00000008438	PGLYRP1	0	0	0	0	0	0	0	0
ENSG00000008441	NFIX	16.3536	24.0575	21.3208	20.6565	24.0583	16.9853	42.806	36.4433
ENSG00000008513	ST3GAL1	0.0731863	0.053336	0.263255	0.212771	0.238891	0.350372	0.225762	0.163477
ENSG00000008516	MMP25	0.0302778	0.0473993	0.0188539	0.0183644	0.0278102	0.0283611	0.0582758	0.0677196
ENSG00000008517	IL32	0.411889	0.135067	0.628716	0.285089	0.871203	0.54599	0.820839	0.964139
ENSG00000008710	PKD1	2.93861	12.2181	13.5763	22.8499	10.386	13.3653	0	37.39
ENSG00000008735	MAPK8IP2	0.00509604	0.0784041	0.045258	0.0881805	0.11017	0.139074	0.462735	0.570922
ENSG00000008838	MED24	109.119	118.201	164.528	131.671	117.187	128.072	165.567	121.362
ENSG00000008853	RHOBTB2	5.03562	7.00069	7.94807	9.49834	5.44535	9.4483	9.08019	6.92615
ENSG00000008869	HEATR5B	10.3069	8.25408	6.79443	6.00609	7.71409	6.86141	2.72723	6.36032
ENSG00000008952	SEC62	76.9761	52.7585	30.9618	48.2555	51.0349	51.7541	6.17458	15.8004
ENSG00000008988	RPS20	650.675	780.906	1040.53	972.821	1080.23	1047.09	1615.53	1298.82
ENSG00000009307	CSDE1	247.311	202.373	184.513	204.708	192.946	201.339	52.2944	116.646
ENSG00000009335	UBE3C	73.282	66.8491	69.4676	72.0908	70.7603	60.4782	30.9755	48.4318
ENSG00000009413	REV3L	13.0454	12.0604	5.13562	8.10305	14.5585	9.33533	1.26806	1.99803
ENSG00000009694	TENM1	0.0020009	0.00536989	0.00166125	0	0.00367561	0	0	0
ENSG00000009709	PAX7	0	0.00425301	0	0.00384483	0	0	0.0144835	0.0127602
ENSG00000009724	MASP2	0.0153198	0.171306	0.0317988	0.0399253	0.0449468	0.136499	0.0412505	0.303354
ENSG00000009765	IYD	0.0062167	0.00853069	0.214073	0.102843	0.00782534	0.0790226	0.0122096	0
ENSG00000009780	FAM76A	7.30119	6.2328	5.7396	5.44023	6.38585	5.43081	4.61869	6.6773
ENSG00000009790	TRAF3IP3	0.461329	0.139214	0.112077	0.0692778	0.103151	0.104672	0	0
ENSG00000009830	POMT2	18.4944	26.9597	26.6071	21.9661	25.6356	25.5874	36.4611	32.0915
ENSG00000009844	VTA1	65.4853	54.8393	46.9824	49.5739	64.1938	66.5806	10.4823	25.8581
ENSG00000009950	MLXIPL	1.14529	4.10593	2.87273	3.81099	2.5441	5.04399	8.32635	11.7147
ENSG00000009954	BAZ1B	50.4377	43.403	38.111	41.0773	40.8072	40.4892	13.9381	29.4732
ENSG00000010017	RANBP9	28.6604	25.7435	21.34	23.7955	26.0467	25.7604	11.3439	19.8938
ENSG00000010030	ETV7	0	0.0692158	0.158054	0.0478993	0.140986	0.0580237	0.331129	0.0748514
ENSG00000010072	SPRTN	11.4052	12.1095	11.3544	11.8991	13.2492	10.9739	2.55249	5.04398
ENSG00000010165	METTL13	59.0201	47.2934	59.6189	48.3953	54.462	49.6276	50.9499	41.7786
ENSG00000010219	DYRK4	32.2129	31.7359	40.1996	37.0535	38.5931	37.3321	61.3047	60.3697
ENSG00000010244	ZNF207	184.292	164.423	161.344	158.479	160.403	166.01	53.4715	81.5466
ENSG00000010256	UQCRC1	370.283	464.404	628.569	559.634	526.956	509.056	952.17	668.269
ENSG00000010270	STARD3NL	36.3645	30.9305	33.2397	32.0779	33.9854	33.5338	24.9116	29.3361
ENSG00000010278	CD9	219.349	230.576	298.257	276.556	235.491	233.379	133.266	121.807
ENSG00000010282	HHATL	0	0	0	0	0.0904187	0	0	0.0454651
ENSG00000010292	NCAPD2	328.163	264.302	275.179	280.116	243.958	240.226	252.242	204.411
ENSG00000010295	IFFO1	0.0611977	0.302919	0.283342	0.221696	0.414658	0.471259	1.14497	0.852477
ENSG00000010310	GIPR	0.0904157	0.0824224	0.0780202	0.0337899	0.0659428	0.0889223	0.121539	0.933557
ENSG00000010318	PHF7	6.14937	5.59276	4.37015	4.61749	5.62795	5.33037	3.96045	5.78761
ENSG00000010319	SEMA3G	0.766983	0.811739	1.16601	1.41526	0.883079	1.00783	0.706926	0.724847
ENSG00000010322	NISCH	23.4738	29.6783	23.1061	22.1127	28.0859	25.7255	48.669	48.995
ENSG00000010327	STAB1	0	0	0.0215242	0.0438602	0	0	0.0187818	0.0581617
ENSG00000010361	FUZ	0.146333	0.0814251	0.0553215	0.247708	0	0.119874	0.260801	0.623134
ENSG00000010379	SLC6A13	0.0565093	0	0	0	0.0467134	0.0217866	0.0241697	0
