ENSEMBL_ID	Gene_ID	P7469_501	P7469_502	P7469_503	P7469_504	P7469_505	P7469_506	P7469_507	P7469_508
ENSG00000005339	CREBBP	2176	2854	3003	3434	3109	3786	3908	5439
ENSG00000005379	BZRAP1	176	523	513	543	334	571	593	556
ENSG00000005381	MPO	0	1	0	0	4	0	0	0
ENSG00000005421	PON1	10	3	2	2	14	13	1	4
ENSG00000005436	GCFC2	1176	1122	921	1130	1075	1277	232	433
ENSG00000005448	WDR54	498	832	1013	988	764	961	2210	1473
ENSG00000005469	CROT	438	422	368	358	273	269	57	138
ENSG00000005471	ABCB4	9	14	8	10	5	3	2	2
ENSG00000005483	KMT2E	2541	2756	1712	1948	1607	2080	384	895
ENSG00000005486	RHBDD2	437	1035	1953	1785	1420	1918	3486	2428
ENSG00000005513	SOX8	134	230	349	367	254	319	321	251
ENSG00000005700	IBTK	3718	3357	2225	2660	2564	3271	427	1323
ENSG00000005801	ZNF195	3108	3294	1954	2336	2624	3100	285	710
ENSG00000005810	MYCBP2	11225	10418	6971	8866	8582	9986	2024	5191
ENSG00000005812	FBXL3	3191	3025	2691	2908	3024	3845	667	1505
ENSG00000005844	ITGAL	1	0	1	0	0	0	1	0
ENSG00000005882	PDK2	244	457	604	615	543	661	1625	1329
ENSG00000005884	ITGA3	123	292	294	341	291	459	1382	950
ENSG00000005889	ZFX	2588	2487	1784	2064	2176	2484	338	936
ENSG00000005893	LAMP2	5024	4833	5043	5136	5043	5888	1731	3039
ENSG00000005955	GGNBP2	3114	2995	2731	2897	2774	3545	1255	2629
ENSG00000005961	ITGA2B	4	4	2	7	5	6	6	3
ENSG00000005981	ASB4	792	694	583	711	647	742	130	205
ENSG00000006007	GDE1	1757	1810	2208	2231	1906	2182	3212	3390
ENSG00000006015	C19orf60	87	197	243	304	180	270	489	381
ENSG00000006016	CRLF1	0	1	0	0	0	0	2	0
ENSG00000006025	OSBPL7	172	417	305	327	232	362	613	652
ENSG00000006042	TMEM98	115	140	206	215	310	344	208	125
ENSG00000006047	YBX2	466	828	774	793	636	860	838	661
ENSG00000006059	KRT33A	0	0	0	0	0	0	0	0
ENSG00000006062	MAP3K14	225	580	658	607	476	680	948	771
ENSG00000006071	ABCC8	3	8	5	4	5	3	2	3
ENSG00000006074	CCL18	0	0	0	0	0	0	0	0
ENSG00000006075	CCL3	0	0	0	0	0	0	0	0
ENSG00000006114	SYNRG	1998	2036	2122	2049	2034	2386	1624	2201
ENSG00000006116	CACNG3	0	0	0	0	0	0	0	0
ENSG00000006118	TMEM132A	400	1002	1168	1499	904	1546	1963	1566
ENSG00000006125	AP2B1	9506	9719	11147	10485	8938	10750	7741	9235
ENSG00000006128	TAC1	0	0	0	0	0	0	0	0
ENSG00000006194	ZNF263	1285	1520	1977	1867	1562	1942	3365	2678
ENSG00000006210	CX3CL1	81	175	218	301	206	247	185	134
ENSG00000006282	SPATA20	689	1800	2203	2461	1779	2577	4766	3721
ENSG00000006283	CACNA1G	0	0	3	3	1	1	1	0
ENSG00000006327	TNFRSF12A	491	1009	1641	1873	1250	1760	4375	2980
ENSG00000006377	DLX6	113	159	134	112	122	142	70	118
ENSG00000006432	MAP3K9	1299	1547	1517	1489	1319	1491	1977	1900
ENSG00000006451	RALA	3816	3403	3295	3477	3409	4094	1052	2203
ENSG00000006453	BAIAP2L1	1515	1959	2361	2389	1642	2151	1193	1504
ENSG00000006459	KDM7A	2025	1815	1043	1209	1548	1666	305	908
ENSG00000006468	ETV1	1573	1464	1321	1292	994	1196	469	755
ENSG00000006530	AGK	3984	3831	4340	4274	3606	4475	2081	2750
ENSG00000006534	ALDH3B1	53	112	155	172	112	180	500	461
ENSG00000006555	TTC22	0	0	0	0	0	0	0	0
ENSG00000006576	PHTF2	1461	1478	1170	1244	1211	1538	127	266
ENSG00000006606	CCL26	6	2	5	3	5	6	4	2
ENSG00000006607	FARP2	2059	2344	2599	2397	2069	2359	1179	1394
ENSG00000006611	USH1C	2482	3995	4965	4855	4582	6024	11079	8745
ENSG00000006625	GGCT	3388	3658	3777	4069	3691	4572	647	1587
ENSG00000006634	DBF4	1574	1531	1437	1633	1428	1860	107	237
ENSG00000006638	TBXA2R	0	0	5	2	3	2	4	2
ENSG00000006652	IFRD1	4362	4461	5244	5568	4250	5341	2706	4643
ENSG00000006659	LGALS14	0	0	0	0	0	0	0	0
ENSG00000006695	COX10	719	754	936	945	893	970	1389	1349
ENSG00000006704	GTF2IRD1	1510	2998	4054	4483	3067	4253	5702	4620
ENSG00000006712	PAF1	1609	1935	2453	2498	2002	2522	3513	2755
ENSG00000006715	VPS41	2542	2352	2008	2085	1921	2286	626	1236
ENSG00000006740	ARHGAP44	48	73	99	101	74	116	90	83
ENSG00000006744	ELAC2	4031	5605	7676	7355	6213	7617	8473	6231
ENSG00000006747	SCIN	1	4	1	1	5	1	1	3
ENSG00000006756	ARSD	40	53	51	48	43	77	221	196
ENSG00000006757	PNPLA4	721	766	1023	997	1018	1113	2307	1718
ENSG00000006788	MYH13	0	0	0	0	0	0	0	0
ENSG00000006831	ADIPOR2	9403	9492	9810	9090	9932	11964	7342	8457
ENSG00000006837	CDKL3	20	21	21	17	14	21	10	24
ENSG00000007001	UPP2	0	0	0	0	0	0	0	0
ENSG00000007038	PRSS21	0	0	0	0	0	0	0	0
ENSG00000007047	MARK4	100	171	234	242	188	294	520	399
ENSG00000007062	PROM1	1378	1321	1290	1471	1524	2005	367	691
ENSG00000007080	CCDC124	231	861	1339	1792	1018	1525	3172	2405
ENSG00000007129	CEACAM21	3	0	0	1	0	1	104	65
ENSG00000007168	PAFAH1B1	8573	8351	7548	7976	7319	9125	3898	6557
ENSG00000007171	NOS2	0	0	0	0	0	1	0	0
ENSG00000007174	DNAH9	1	0	2	2	1	1	0	0
ENSG00000007202	KIAA0100	11758	13376	15049	15051	13335	15858	16742	13899
ENSG00000007216	SLC13A2	0	0	0	0	0	0	0	0
ENSG00000007237	GAS7	14	9	20	18	22	33	20	18
ENSG00000007255	TRAPPC6A	33	139	209	246	201	363	1171	912
ENSG00000007264	MATK	0	0	0	0	0	0	0	1
ENSG00000007306	CEACAM7	0	0	0	0	0	0	0	0
ENSG00000007312	CD79B	1	0	0	0	1	1	0	1
ENSG00000007314	SCN4A	2	1	1	0	5	3	132	82
ENSG00000007341	ST7L	851	954	824	815	807	954	1043	1281
ENSG00000007350	TKTL1	0	3	7	3	0	0	1	0
ENSG00000007372	PAX6	191	211	244	242	228	253	272	470
ENSG00000007376	RPUSD1	181	852	1774	2421	1112	1983	3583	2665
ENSG00000007384	RHBDF1	142	381	356	374	242	306	769	703
ENSG00000007392	LUC7L	2387	2969	2381	2434	2155	2581	2004	2400
ENSG00000007402	CACNA2D2	6	4	11	8	6	6	11	8
ENSG00000007516	BAIAP3	9	44	46	65	53	72	57	63
ENSG00000007520	TSR3	190	793	1323	1643	893	1305	2670	1836
ENSG00000007541	PIGQ	115	508	696	919	514	797	2160	1679
ENSG00000007545	CRAMP1L	523	664	616	630	647	800	826	798
ENSG00000007866	TEAD3	132	222	236	237	215	313	486	353
ENSG00000007908	SELE	0	0	0	0	0	0	0	0
ENSG00000007923	DNAJC11	3113	4164	5501	5407	4658	5706	7351	5736
ENSG00000007933	FMO3	71	69	68	86	84	89	189	184
ENSG00000007944	MYLIP	287	262	266	268	405	487	329	487
ENSG00000007952	NOX1	0	0	0	0	0	0	0	0
ENSG00000007968	E2F2	309	445	648	619	455	554	398	311
ENSG00000008018	PSMB1	4883	5149	6744	6193	6834	8042	10244	8719
ENSG00000008056	SYN1	7	11	12	12	14	17	61	33
ENSG00000008083	JARID2	663	699	770	863	662	751	445	740
ENSG00000008086	CDKL5	83	87	63	66	56	86	31	69
ENSG00000008118	CAMK1G	0	0	0	0	0	0	0	0
ENSG00000008128	CDK11A	24	72	53	75	48	64	54	64
ENSG00000008130	NADK	972	1974	2533	2858	2030	2837	3868	3153
ENSG00000008196	TFAP2B	0	0	0	0	0	0	0	0
ENSG00000008197	TFAP2D	0	0	0	0	0	0	0	0
ENSG00000008226	DLEC1	1	0	0	2	0	0	1	1
ENSG00000008256	CYTH3	347	593	762	818	586	828	687	740
ENSG00000008277	ADAM22	1831	1761	1132	1285	1206	1361	218	560
ENSG00000008282	SYPL1	5576	5198	5398	5036	5214	5899	1562	2410
ENSG00000008283	CYB561	1792	2842	3862	3960	2884	3746	11495	8561
ENSG00000008294	SPAG9	4157	4014	3311	3704	3455	3968	942	2118
ENSG00000008300	CELSR3	999	1758	1712	1971	1664	2304	6002	5339
ENSG00000008311	AASS	141	134	88	88	75	92	18	30
ENSG00000008323	PLEKHG6	4	10	22	6	12	16	19	6
ENSG00000008324	SS18L2	1016	1031	1189	1171	1195	1375	847	956
ENSG00000008382	MPND	90	319	465	536	362	538	617	556
ENSG00000008394	MGST1	2840	2489	2909	2670	2606	3141	1443	1610
ENSG00000008405	CRY1	1160	1211	1185	1149	1021	1196	586	990
ENSG00000008438	PGLYRP1	0	0	0	0	0	0	0	0
ENSG00000008441	NFIX	851	1397	1639	1708	1345	1635	3441	3135
ENSG00000008513	ST3GAL1	7	10	16	18	26	39	10	14
ENSG00000008516	MMP25	4	7	3	3	4	6	9	10
ENSG00000008517	IL32	2	0	4	3	8	6	7	4
ENSG00000008710	PKD1	117	635	692	996	491	796	2123	1976
ENSG00000008735	MAPK8IP2	1	10	6	12	12	22	59	63
ENSG00000008838	MED24	2276	4085	5628	5699	3851	5226	6714	4878
ENSG00000008853	RHOBTB2	583	873	1206	1318	955	1234	1328	1121
ENSG00000008869	HEATR5B	2369	2251	1859	1848	1881	2224	776	1609
ENSG00000008952	SEC62	5021	4225	2957	3852	3987	4871	499	1130
ENSG00000008988	RPS20	5493	7628	10911	11930	10613	12866	18455	14300
ENSG00000009307	CSDE1	21948	20068	20782	22152	19924	24948	5684	12362
ENSG00000009335	UBE3C	7907	9127	10814	10484	8723	10329	4776	7106
ENSG00000009413	REV3L	3360	3185	1395	2316	2471	2793	78	352
ENSG00000009694	TENM1	1	3	1	0	2	0	0	0
ENSG00000009709	PAX7	0	1	0	1	0	0	2	3
ENSG00000009724	MASP2	2	16	5	4	4	11	5	9
ENSG00000009765	IYD	1	2	2	1	1	4	1	0
ENSG00000009780	FAM76A	412	459	401	414	396	444	296	378
ENSG00000009790	TRAF3IP3	7	3	6	3	4	3	0	0
ENSG00000009830	POMT2	660	1033	978	919	924	1127	1265	1166
ENSG00000009844	VTA1	4408	4060	3745	4085	4726	6024	757	1809
ENSG00000009950	MLXIPL	111	343	300	320	307	483	807	948
ENSG00000009954	BAZ1B	10936	10538	10019	10956	9701	11833	3556	7029
ENSG00000010017	RANBP9	2206	2166	2176	2223	2101	2655	966	1691
ENSG00000010030	ETV7	2	4	8	3	7	4	18	5
ENSG00000010072	SPRTN	1107	1101	1125	1140	1165	1313	285	493
ENSG00000010165	METTL13	3020	3481	4225	4125	3519	4336	4345	3410
ENSG00000010219	DYRK4	487	560	697	714	602	741	1023	1065
ENSG00000010244	ZNF207	10213	11047	10900	10756	10135	12388	3334	4961
ENSG00000010256	UQCRC1	6574	10433	15428	14672	11363	14098	23667	15940
ENSG00000010270	STARD3NL	1936	1868	2072	2092	1931	2351	1486	1695
ENSG00000010278	CD9	8368	9831	13675	12988	9780	11839	5933	5150
ENSG00000010282	HHATL	0	0	0	0	0	1	0	1
ENSG00000010292	NCAPD2	15919	19156	23479	22289	17207	21263	17993	14284
ENSG00000010295	IFFO1	6	26	25	19	33	42	87	63
ENSG00000010310	GIPR	11	11	7	5	8	9	17	21
ENSG00000010318	PHF7	163	162	138	160	138	179	111	166
ENSG00000010319	SEMA3G	143	173	263	329	179	249	158	151
ENSG00000010322	NISCH	1142	2054	2040	2216	1918	2352	4299	3690
ENSG00000010327	STAB1	0	0	2	1	0	0	3	2
ENSG00000010361	FUZ	4	1	3	5	2	3	16	12
ENSG00000010379	SLC6A13	2	0	0	0	0	2	2	0
ENSG00000010404	IDS	1496	1477	1247	1188	822	938	499	893
ENSG00000010438	PRSS3	294	469	857	723	658	830	2515	1566
ENSG00000010539	ZNF200	593	658	618	659	706	787	271	405
ENSG00000010610	CD4	564	788	780	789	859	996	1051	816
ENSG00000010626	LRRC23	312	336	356	404	311	378	933	755
ENSG00000010671	BTK	2	1	0	0	5	2	0	0
ENSG00000010704	HFE	468	534	504	459	471	585	329	403
ENSG00000010803	SCMH1	1860	2471	2955	2937	2474	3068	3555	3058
ENSG00000010810	FYN	7549	8712	10245	10048	8580	10516	11268	12030
ENSG00000010818	HIVEP2	450	501	406	458	452	587	345	650
ENSG00000010932	FMO1	0	0	0	0	0	0	0	0
ENSG00000011007	TCEB3	2646	2935	3467	3276	3488	4204	3116	3869
ENSG00000011009	LYPLA2	391	1305	1927	2195	1330	1884	3713	2982
ENSG00000011021	CLCN6	636	1032	770	854	827	1047	934	933
ENSG00000011028	MRC2	3	10	16	14	7	21	18	11
ENSG00000011052	NME2	0	0	0	0	0	0	0	0
ENSG00000011083	SLC6A7	0	0	1	3	0	0	1	1
ENSG00000011105	TSPAN9	593	1099	1477	1697	880	1170	1749	1235
ENSG00000011114	BTBD7	2351	2334	2201	2230	2155	2503	854	1579
ENSG00000011132	APBA3	99	267	308	398	262	409	1146	878
ENSG00000011143	MKS1	780	1053	1241	1260	988	1226	3469	2568
ENSG00000011198	ABHD5	467	478	515	472	413	570	297	358
ENSG00000011201	KAL1	0	0	0	0	0	0	0	0
ENSG00000011243	AKAP8L	1235	1678	1882	1982	1710	2017	5428	4098
ENSG00000011258	MBTD1	1616	1564	1054	1154	1245	1538	187	586
ENSG00000011260	UTP18	2873	2748	3357	3438	3332	3944	1194	1963
ENSG00000011275	RNF216	1615	2128	2674	2847	2298	3000	3169	3733
ENSG00000011295	TTC19	2967	3006	3236	3216	2947	3656	1890	2989
ENSG00000011304	PTBP1	8334	14560	22528	24856	17443	22454	25578	19637
ENSG00000011332	DPF1	55	99	141	176	105	135	359	310
ENSG00000011347	SYT7	49	84	111	135	144	200	250	232
ENSG00000011376	LARS2	2040	2747	3461	3428	2945	3664	3174	2729
ENSG00000011405	PIK3C2A	7156	7202	3203	4872	5558	6623	155	799
ENSG00000011422	PLAUR	112	178	245	194	153	229	305	280
ENSG00000011426	ANLN	14133	13145	9930	12011	8948	11258	349	767
ENSG00000011451	WIZ	194	775	1186	1533	787	1239	2806	2431
ENSG00000011454	RABGAP1	2804	2992	2321	2264	2316	2594	925	2005
ENSG00000011465	DCN	1	2	2	1	1	2	0	7
ENSG00000011478	QPCTL	128	277	358	358	341	412	516	413
ENSG00000011485	PPP5C	2121	3665	5286	5449	4477	5450	4995	3665
ENSG00000011523	CEP68	664	747	934	907	751	943	752	1080
ENSG00000011566	MAP4K3	1658	1583	1165	1307	1315	1604	181	438
ENSG00000011590	ZBTB32	0	0	0	1	4	3	0	1
ENSG00000011600	TYROBP	0	0	0	0	0	0	0	0
ENSG00000011638	TMEM159	26	16	24	24	33	37	112	87
ENSG00000011677	GABRA3	19	16	22	30	8	10	26	28
ENSG00000012048	BRCA1	4226	3974	2459	3247	2983	3742	239	705
ENSG00000012061	ERCC1	665	1312	1736	1777	1285	1751	3453	2676
ENSG00000012124	CD22	9	12	12	13	14	7	23	19
ENSG00000012171	SEMA3B	284	778	936	1050	428	694	1567	1491
ENSG00000012174	MBTPS2	2614	2381	2181	2428	2695	3140	892	1805
ENSG00000012211	PRICKLE3	231	582	674	781	568	674	1518	1175
ENSG00000012223	LTF	3	3	10	4	2	9	42	33
ENSG00000012232	EXTL3	1286	1779	2289	2300	2072	2460	3275	2628
ENSG00000012504	NR1H4	0	0	0	0	0	0	1	0
ENSG00000012660	ELOVL5	6951	7007	6712	6666	6885	7958	2534	4148
ENSG00000012779	ALOX5	1	1	1	1	0	0	1	0
ENSG00000012817	KDM5D	0	0	0	0	1	0	0	0
ENSG00000012822	CALCOCO1	869	1166	872	796	989	1163	4050	3322
ENSG00000012963	UBR7	3113	3087	3647	3574	2905	3507	1868	2046
ENSG00000012983	MAP4K5	4877	4588	3426	4077	3625	4434	326	876
ENSG00000013016	EHD3	0	0	0	0	0	0	0	0
ENSG00000013275	PSMC4	2794	4141	6042	5847	4733	5994	8168	5922
ENSG00000013288	MAN2B2	328	750	841	1020	674	911	1484	1483
ENSG00000013293	SLC7A14	0	0	0	0	0	1	0	0
ENSG00000013297	CLDN11	3458	4332	4876	5193	3255	4099	4909	4809
ENSG00000013306	SLC25A39	1995	6352	10541	11762	7635	11102	12449	9276
ENSG00000013364	MVP	226	558	715	804	699	859	2761	2219
ENSG00000013374	NUB1	3598	3898	4193	4365	3575	4619	3093	4913
ENSG00000013375	PGM3	3081	2795	2435	2634	2517	2972	775	1612
ENSG00000013392	RWDD2A	385	362	308	286	285	404	319	537
ENSG00000013441	CLK1	5048	4366	3355	3506	3944	4722	412	1498
ENSG00000013503	POLR3B	1083	1159	1303	1350	1053	1357	419	914
ENSG00000013523	ANGEL1	1186	1584	1679	1688	1479	1795	3492	2731
ENSG00000013561	RNF14	1437	1404	1426	1435	1445	1730	1422	1972
ENSG00000013563	DNASE1L1	314	443	556	685	411	536	569	468
ENSG00000013573	DDX11	1895	3408	3579	3470	2526	3223	2862	2340
ENSG00000013583	HEBP1	710	1001	1253	1109	1004	1295	1786	1342
ENSG00000013588	GPRC5A	870	988	866	898	442	655	1554	1330
ENSG00000013619	MAMLD1	175	279	380	427	199	276	137	91
ENSG00000013725	CD6	11	17	19	16	24	30	49	28
ENSG00000013810	TACC3	1786	3622	4957	5451	4273	5852	3349	3131
ENSG00000014123	UFL1	3170	2697	1910	2320	2458	2978	201	480
ENSG00000014138	POLA2	3693	4328	5607	5535	4478	5357	5107	3666
ENSG00000014164	ZC3H3	72	271	397	506	314	457	1128	812
ENSG00000014216	CAPN1	1831	4497	6382	6611	5715	7571	9529	7068
ENSG00000014257	ACPP	0	0	0	0	0	0	0	0
ENSG00000014641	MDH1	8121	7699	9315	8883	8387	10477	5091	6569
ENSG00000014824	SLC30A9	4971	4575	4262	4692	4474	5713	517	1678
ENSG00000014914	MTMR11	233	255	187	175	214	255	221	204
ENSG00000014919	COX15	2977	3149	3722	3452	2966	3481	3087	3366
ENSG00000015133	CCDC88C	1227	1680	1834	2243	1731	2309	2253	2994
ENSG00000015153	YAF2	935	943	895	956	925	1241	292	587
ENSG00000015171	ZMYND11	3138	3194	3135	3402	3141	3905	1114	2138
ENSG00000015285	WAS	11	13	35	18	39	35	55	57
ENSG00000015413	DPEP1	294	1057	1463	1677	1847	2912	3645	3028
ENSG00000015475	BID	453	799	1191	1273	932	1230	827	763
ENSG00000015479	MATR3	24127	21836	18625	21501	19681	24648	2307	5069
ENSG00000015520	NPC1L1	24	59	45	40	121	174	17	7
ENSG00000015532	XYLT2	110	245	269	321	223	281	333	310
ENSG00000015568	RGPD5	6	4	1	2	3	0	1	0
ENSG00000015592	STMN4	0	0	0	4	0	0	2	0
ENSG00000015676	NUDCD3	2591	3408	4460	4330	3599	4445	8110	5775
ENSG00000016082	ISL1	2	7	7	6	9	11	8	8
ENSG00000016391	CHDH	3328	4384	5509	5645	4363	5658	3049	3738
ENSG00000016402	IL20RA	1111	1250	1107	1139	1550	1807	2239	2311
ENSG00000016490	CLCA1	0	0	0	0	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0	0	0	0	0
ENSG00000016864	GLT8D1	1462	1553	1484	1499	1443	1798	1716	2189
ENSG00000017260	ATP2C1	5182	4502	4178	4282	3908	4803	1710	3396
ENSG00000017373	SRCIN1	43	177	116	157	165	220	370	336
ENSG00000017427	IGF1	0	4	0	0	0	0	0	0
ENSG00000017483	SLC38A5	4823	8530	13428	13135	9876	13390	21346	15172
ENSG00000017621	MAGIX	16	46	43	54	42	58	76	58
ENSG00000017797	RALBP1	1631	1869	2025	2272	2087	2432	891	1737
ENSG00000018189	RUFY3	587	533	372	398	421	420	116	273
ENSG00000018236	CNTN1	0	0	0	0	0	0	0	0
ENSG00000018280	SLC11A1	5	4	10	7	2	8	7	9
ENSG00000018408	WWTR1	507	527	481	521	537	636	216	258
ENSG00000018510	AGPS	6414	5864	5148	5660	5074	5727	922	1923
ENSG00000018607	ZNF806	0	0	0	0	0	0	0	0
ENSG00000018610	CXorf56	1940	1741	2413	2186	2049	2424	2477	2008
ENSG00000018625	ATP1A2	0	0	0	2	0	0	0	0
ENSG00000018699	TTC27	1984	2008	2256	2332	2077	2519	975	1472
ENSG00000018869	ZNF582	0	0	0	0	0	0	0	0
ENSG00000019102	VSIG2	0	0	0	0	0	0	0	0
ENSG00000019144	PHLDB1	1519	2828	3250	3524	2148	3103	2364	2023
ENSG00000019169	MARCO	0	1	0	1	0	0	0	0
ENSG00000019186	CYP24A1	22	22	15	16	49	51	9	15
ENSG00000019485	PRDM11	242	507	688	707	531	702	1736	1315
ENSG00000019505	SYT13	162	153	159	154	98	128	188	225
ENSG00000019549	SNAI2	374	389	446	431	321	376	194	310
ENSG00000019582	CD74	2	5	1	1	1	2	1	0
ENSG00000019991	HGF	0	0	0	0	1	0	0	0
ENSG00000019995	ZRANB1	1661	1658	1621	1595	1534	1902	947	1748
ENSG00000020129	NCDN	408	1064	1640	1918	1178	1733	3887	2980
ENSG00000020181	GPR124	46	41	60	66	64	79	106	120
